submission_num,submission_date,state,total_cases,confirmed_cases,probable_cases,new_case,probable_new_cases,consent_cases,consent_deaths,total_deaths,confirmed_deaths,probable_deaths,new_deaths,probable_new_deaths
35875,9/10/2021,VI,6214,NULL,NULL,32,0,NULL,NULL,64,NULL,NULL,1,0
38659,10/27/2021,IN,1014652,NULL,NULL,2046,0,Not agree,Agree,16643,16094,549,65,5
13408,9/1/2020,MO,92705,NULL,NULL,1666,77,Not agree,Not agree,1905,NULL,NULL,24,0
27995,5/2/2021,NH,95377,NULL,NULL,214,58,Not agree,Not agree,1305,NULL,NULL,1,0
10526,7/15/2020,MI,145188,131791,13397,1759,162,Agree,Agree,6420,6109,311,6,1
30814,6/18/2021,NE,223986,NULL,NULL,13,0,Not agree,Not agree,2259,NULL,NULL,1,0
11612,8/2/2020,NC,130912,129706,1206,785,11,Agree,Agree,2170,2167,3,41,0
6298,5/5/2020,WI,8566,8566,0,330,0,Agree,Agree,353,353,0,13,0
9275,6/24/2020,NH,5598,NULL,NULL,27,0,Not agree,Not agree,347,NULL,NULL,4,0
930,2/6/2020,MS,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
11678,8/3/2020,NV,51422,51199,223,985,-9,Agree,NULL,874,NULL,NULL,16,1
5695,4/25/2020,VI,55,NULL,NULL,1,0,NULL,NULL,3,NULL,NULL,0,0
20550,12/29/2020,MS,216131,148781,67350,2765,1544,Agree,Agree,5521,4181,1340,49,25
28105,5/4/2021,ME,62857,46656,16201,348,121,Agree,Agree,791,765,26,1,0
3728,3/24/2020,CT,618,NULL,NULL,203,NULL,Agree,Agree,12,NULL,NULL,2,NULL
1590,2/17/2020,MS,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
14770,9/24/2020,DE,20199,19171,1028,122,6,Agree,Agree,630,553,77,0,0
21868,1/20/2021,MO,508374,NULL,NULL,2331,673,Not agree,Not agree,7746,NULL,NULL,38,0
29179,5/22/2021,IN,739626,NULL,NULL,665,0,Not agree,Agree,13529,13113,416,6,0
3914,3/27/2020,GU,51,NULL,NULL,4,NULL,Not agree,Not agree,1,NULL,NULL,0,NULL
17106,11/2/2020,CA,930628,930628,0,4094,0,Agree,Agree,17683,17683,0,21,0
10082,7/8/2020,AL,48036,47457,579,1784,51,Agree,Agree,1522,1403,119,30,2
8276,6/7/2020,VT,975,NULL,NULL,16,0,Not agree,Not agree,54,NULL,NULL,0,0
23545,2/17/2021,ME,43090,34238,8852,219,99,Agree,Agree,655,641,14,1,0
16298,10/19/2020,NV,90940,90843,97,583,1,Agree,NULL,1759,NULL,NULL,2,0
18755,11/29/2020,NH,20480,NULL,NULL,478,438,Not agree,Not agree,526,NULL,NULL,3,2
21275,1/10/2021,NH,51600,NULL,NULL,729,103,Not agree,Not agree,869,NULL,NULL,7,6
16098,10/16/2020,IL,339761,336174,3587,5103,549,Agree,Agree,9425,9165,260,52,14
22653,2/2/2021,ND,97936,93468,4468,138,51,Agree,Not agree,1422,NULL,NULL,0,0
2433,3/2/2020,ND,0,NULL,NULL,0,NULL,Agree,Not agree,0,NULL,NULL,0,NULL
24176,2/27/2021,VT,13954,NULL,NULL,124,2,Not agree,Not agree,204,NULL,NULL,2,0
9213,6/23/2020,ND,3320,3320,0,7,0,Agree,Not agree,78,NULL,NULL,1,0
8336,6/8/2020,VT,987,NULL,NULL,12,0,Not agree,Not agree,54,NULL,NULL,0,0
9805,7/3/2020,ME,3397,3012,385,69,8,Agree,Agree,107,106,1,2,1
33722,8/6/2021,AL,605365,463072,142293,3900,1133,Agree,Agree,11905,9446,2459,29,9
25,1/22/2020,ME,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
29942,6/4/2021,AL,545504,420762,124742,230,101,Agree,Agree,11385,9070,2315,6,2
22498,1/30/2021,WI,590997,541408,49589,1613,120,Agree,Agree,6430,5893,537,40,7
20792,1/2/2021,NC,585879,527784,58095,3418,724,Agree,Agree,8093,7475,618,116,18
22986,2/8/2021,CA,3346340,3346340,0,10414,0,Agree,Agree,43735,43735,0,279,0
15205,10/1/2020,ME,5468,4900,568,37,2,Agree,Agree,142,141,1,0,0
7890,6/1/2020,MS,17823,17690,133,376,5,Agree,Agree,1033,1015,18,13,1
36215,9/16/2021,NH,113903,NULL,NULL,612,0,Not agree,Not agree,1452,NULL,NULL,0,0
21497,1/14/2021,ID,153358,125751,27607,994,279,Agree,Agree,1591,1401,190,27,4
22675,2/2/2021,VI,2430,NULL,NULL,9,0,NULL,NULL,24,NULL,NULL,0,0
559,1/31/2020,IN,0,NULL,NULL,0,NULL,Not agree,Agree,0,NULL,NULL,0,NULL
1474,2/15/2020,NE,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
30992,6/21/2021,NC,1008353,858565,149788,206,50,Agree,Agree,13504,11904,1600,7,2
32598,7/18/2021,IL,1401824,1401824,0,939,0,Agree,Agree,25832,23369,2463,6,0
23582,2/18/2021,AL,484823,383312,101511,813,189,Agree,Agree,10305,8219,2086,29,9
23414,2/15/2021,GU,7701,NULL,NULL,2,0,Not agree,Not agree,130,NULL,NULL,0,0
35515,9/4/2021,VI,6026,NULL,NULL,53,0,NULL,NULL,60,NULL,NULL,0,0
24728,3/9/2021,CT,288145,268214,19931,749,171,Agree,Agree,7739,6360,1379,14,1
26975,4/15/2021,NH,90525,NULL,NULL,542,347,Not agree,Not agree,1264,NULL,NULL,3,3
5177,4/17/2020,ID,1655,1566,89,46,8,Agree,Agree,43,29,14,2,0
16986,10/31/2020,CA,922005,922005,0,5087,0,Agree,Agree,17605,17605,0,58,0
29834,6/2/2021,GU,8193,NULL,NULL,6,2,Not agree,Not agree,139,NULL,NULL,0,0
36098,9/14/2021,NV,406212,406212,0,1361,0,Agree,NULL,6763,NULL,NULL,35,0
23170,2/11/2021,DE,83776,79557,4219,391,63,Agree,Agree,1262,1141,121,17,3
15776,10/10/2020,VT,1702,NULL,NULL,10,0,Not agree,Not agree,57,NULL,NULL,0,0
16616,10/24/2020,VT,1889,NULL,NULL,25,0,Not agree,Not agree,57,NULL,NULL,0,0
28274,5/7/2021,GU,8034,NULL,NULL,11,0,Not agree,Not agree,139,NULL,NULL,0,0
36422,9/20/2021,AL,773519,582912,190607,3272,1293,Agree,Agree,14617,11328,3289,54,15
9668,7/1/2020,CT,46572,44593,1979,58,-1,Agree,Agree,4324,3457,867,2,-2
32777,7/21/2021,ID,197781,158214,39567,325,77,Agree,Agree,2179,1896,283,2,0
2096,2/25/2020,VT,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
13577,9/4/2020,ID,33196,30734,2462,269,24,Agree,Agree,382,346,36,10,0
2372,3/1/2020,NC,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
24815,3/10/2021,NH,77463,NULL,NULL,211,91,Not agree,Not agree,1187,NULL,NULL,2,1
19458,12/11/2020,IL,832951,832951,0,9420,0,Agree,Agree,15067,14050,1017,222,33
33786,8/7/2021,CA,4094492,3926476,168016,12916,0,Agree,Agree,64276,64276,0,33,0
30935,6/20/2021,NH,99304,NULL,NULL,25,0,Not agree,Not agree,1367,NULL,NULL,0,0
27617,4/26/2021,ID,186725,149701,37024,360,137,Agree,Agree,2034,1773,261,2,0
14575,9/20/2020,VI,1269,NULL,NULL,12,0,NULL,NULL,19,NULL,NULL,0,0
3865,3/26/2020,ME,155,NULL,NULL,8,NULL,Agree,Agree,0,NULL,NULL,0,NULL
9358,6/25/2020,WI,29105,26227,2878,512,48,Agree,Agree,773,766,7,9,0
33537,8/2/2021,WA,479286,NULL,NULL,2070,372,NULL,NULL,6127,NULL,NULL,3,0
5191,4/17/2020,MT,422,NULL,NULL,0,NULL,Agree,Agree,8,NULL,NULL,0,NULL
9842,7/4/2020,AL,43155,42659,496,958,2,Agree,Agree,1437,1326,111,19,2
14395,9/17/2020,VI,1242,NULL,NULL,4,0,NULL,NULL,19,NULL,NULL,0,0
14548,9/20/2020,MO,119719,NULL,NULL,653,35,Not agree,Not agree,2274,NULL,NULL,30,0
17784,11/13/2020,MD,164090,NULL,NULL,2321,0,NULL,NULL,4451,4287,164,20,1
24744,3/9/2021,MD,389566,NULL,NULL,900,0,NULL,NULL,8500,8298,202,15,0
11435,7/30/2020,NH,6544,NULL,NULL,31,0,Not agree,Not agree,415,NULL,NULL,4,0
5844,4/28/2020,MD,20849,NULL,NULL,736,0,NULL,NULL,1116,1057,59,57,4
30619,6/15/2021,IN,749835,NULL,NULL,303,0,Not agree,Agree,13740,13320,420,7,0
12511,8/17/2020,MT,5847,5847,0,68,0,Agree,Agree,84,84,0,2,0
33898,8/8/2021,WI,696933,629532,67401,844,82,Agree,Agree,8304,7452,852,2,0
7278,5/22/2020,IL,105444,105444,0,2758,0,Agree,Agree,4715,4715,0,108,0
35786,9/9/2021,MI,1084667,967292,117375,3488,513,Agree,Agree,21781,20468,1313,23,2
21873,1/20/2021,ND,96370,92396,3974,148,27,Agree,Not agree,1400,NULL,NULL,13,0
38946,11/1/2021,CA,4911738,4666938,244800,19351,0,Agree,Not agree,71532,NULL,NULL,13,0
2466,3/3/2020,CA,43,43,0,4,0,Agree,Agree,0,0,0,0,0
374,1/28/2020,GU,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
26135,4/1/2021,NH,84539,NULL,NULL,363,98,Not agree,Not agree,1245,NULL,NULL,7,1
8304,6/8/2020,MD,58904,NULL,NULL,500,0,NULL,NULL,2922,2796,126,24,2
28465,5/10/2021,ME,64446,47614,16832,238,86,Agree,Agree,797,771,26,2,0
5515,4/22/2020,VI,54,NULL,NULL,0,0,NULL,NULL,3,NULL,NULL,0,0
34517,8/19/2021,ID,212327,169705,42622,795,167,Agree,Agree,2281,1980,301,1,0
39935,11/17/2021,NH,148718,NULL,NULL,1066,0,Not agree,Not agree,1648,NULL,NULL,9,0
17354,11/6/2020,GU,5077,NULL,NULL,73,6,Not agree,Not agree,88,NULL,NULL,3,0
25290,3/18/2021,MS,303224,186904,116320,398,282,Agree,Agree,7138,4938,2200,5,3
11946,8/8/2020,CA,545787,545787,0,7371,0,Agree,Agree,9982,9982,0,175,0
6318,5/6/2020,IL,68232,68232,0,2270,0,Agree,Agree,2974,2974,0,136,0
7630,5/28/2020,DE,9397,8517,880,81,1,Agree,Agree,356,333,23,11,0
13895,9/9/2020,NH,7517,NULL,NULL,23,0,Not agree,Not agree,433,NULL,NULL,0,0
39274,11/6/2021,NE,289282,219863,69419,0,0,Agree,Agree,3001,2521,480,0,0
22099,1/24/2021,IN,611540,NULL,NULL,2532,0,Not agree,Agree,9946,9615,331,23,0
17522,11/9/2020,AL,204683,174422,30261,1794,528,Agree,Agree,4778,4085,693,24,2
30176,6/7/2021,VT,22715,NULL,NULL,4,0,Not agree,Not agree,249,NULL,NULL,0,0
14876,9/25/2020,VT,1592,NULL,NULL,7,0,Not agree,Not agree,57,NULL,NULL,0,0
13958,9/10/2020,NV,72791,72546,245,288,0,Agree,NULL,1464,NULL,NULL,17,0
23318,2/13/2021,NV,287836,287836,0,813,0,Agree,NULL,4694,NULL,NULL,31,0
2438,3/2/2020,NV,0,NULL,NULL,0,NULL,Agree,NULL,0,NULL,NULL,0,NULL
33926,8/9/2021,MI,1021681,913220,108461,94,40,Agree,Agree,21228,19958,1270,0,0
12270,8/13/2020,MS,74701,71511,3190,892,71,Agree,Agree,2552,2411,141,33,15
35048,8/28/2021,CT,371161,337663,33498,453,48,Agree,Agree,8358,6882,1476,0,0
6634,5/11/2020,NE,8496,NULL,NULL,254,0,Not agree,Not agree,100,NULL,NULL,2,0
29762,6/1/2021,AL,544747,420289,124458,210,88,Agree,Agree,11368,9059,2309,5,3
34266,8/15/2021,CA,4190238,4022222,168016,13472,0,Agree,Agree,64183,64183,0,45,0
17456,11/7/2020,VT,2199,NULL,NULL,26,4,Not agree,Not agree,58,NULL,NULL,0,0
25795,3/26/2021,VI,2888,NULL,NULL,11,0,NULL,NULL,25,NULL,NULL,0,0
29522,5/28/2021,AL,544200,419904,124296,229,65,Agree,Agree,11348,9045,2303,2,0
34888,8/25/2021,MO,747436,NULL,NULL,2932,771,Not agree,Not agree,10409,NULL,NULL,12,0
39356,11/7/2021,VT,38586,NULL,NULL,0,0,Not agree,Not agree,366,NULL,NULL,0,0
12274,8/13/2020,NE,29653,NULL,NULL,371,0,Not agree,Not agree,356,NULL,NULL,0,0
33144,7/27/2021,MD,466930,NULL,NULL,416,0,NULL,NULL,9813,9594,219,3,0
37210,10/3/2021,DE,134619,123537,11082,402,63,Agree,Agree,1972,1805,167,0,0
27638,4/26/2021,NV,313680,313680,0,280,0,Agree,NULL,5433,NULL,NULL,11,0
37112,10/1/2021,NC,1400217,1182462,217755,4963,915,Agree,Agree,16605,14594,2011,81,6
18751,11/29/2020,MT,61801,61801,0,956,0,Agree,Agree,671,671,0,2,0
38997,11/1/2021,WA,730108,NULL,NULL,4673,564,NULL,NULL,8659,NULL,NULL,31,0
31893,7/6/2021,ND,110779,101570,9209,28,14,Agree,Not agree,1528,NULL,NULL,0,0
17937,11/15/2020,WA,133494,NULL,NULL,2251,65,NULL,NULL,2519,NULL,NULL,0,0
3624,3/22/2020,MD,288,NULL,NULL,98,NULL,NULL,NULL,5,5,0,1,0
38972,11/1/2021,NC,1482464,1249231,233233,4950,814,Agree,Agree,18104,15920,2184,54,9
38528,10/25/2021,CT,401125,363729,37396,899,25,Agree,Agree,8739,7161,1578,0,0
36835,9/26/2021,VI,6655,NULL,NULL,24,0,NULL,NULL,69,NULL,NULL,0,0
23013,2/8/2021,ND,98175,93548,4627,-9,53,Agree,Not agree,1427,NULL,NULL,-1,0
15966,10/14/2020,CA,855072,855072,0,2666,0,Agree,Agree,16522,16522,0,42,0
34339,8/16/2021,IN,803403,NULL,NULL,2224,0,Not agree,Agree,14137,13707,430,0,0
34930,8/26/2021,DE,118016,109129,8887,429,70,Agree,Agree,1872,1714,158,3,0
37678,10/10/2021,WI,838891,752320,86571,1917,184,Agree,Agree,9036,8135,901,15,1
2058,2/25/2020,IL,2,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
29297,5/24/2021,ID,191397,153192,38205,126,25,Agree,Agree,2086,1818,268,4,0
12568,8/18/2020,MO,74912,NULL,NULL,1306,33,Not agree,Not agree,1658,NULL,NULL,12,0
39139,11/4/2021,IN,1027981,NULL,NULL,2024,0,Not agree,Agree,16856,16299,557,22,0
36418,9/19/2021,WI,777134,698416,78718,2631,290,Agree,Agree,8709,7833,876,3,0
1136,2/9/2020,VT,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
14695,9/22/2020,VI,1278,NULL,NULL,2,0,NULL,NULL,19,NULL,NULL,0,0
26470,4/7/2021,DE,98076,92124,5952,329,70,Agree,Agree,1567,1428,139,0,0
20468,12/28/2020,CT,181200,170642,10558,8457,264,Agree,Agree,5904,4773,1131,113,26
16037,10/15/2020,ID,50610,45223,5387,718,146,Agree,Agree,517,476,41,1,0
26118,4/1/2021,IL,1248111,1248111,0,3526,0,Agree,Agree,23601,21326,2275,22,-3
20226,12/24/2020,CA,1998115,1998115,0,34039,0,Agree,Agree,23384,23384,0,287,0
30130,6/7/2021,DE,109167,101647,7520,41,3,Agree,Agree,1677,1534,143,0,0
17545,11/9/2020,ME,8060,7173,887,163,21,Agree,Agree,156,155,1,4,0
9388,6/26/2020,MO,23002,NULL,NULL,576,7,Not agree,Not agree,1081,NULL,NULL,7,0
12814,8/22/2020,NE,31807,NULL,NULL,155,0,Not agree,Not agree,373,NULL,NULL,0,0
15737,10/10/2020,ID,47701,42770,4931,613,103,Agree,Agree,507,466,41,1,-1
9058,6/20/2020,WI,27294,24539,2755,442,57,Agree,Agree,751,744,7,15,1
4651,4/8/2020,MT,352,NULL,NULL,20,NULL,Agree,Agree,6,NULL,NULL,0,NULL
30931,6/20/2021,MT,113203,101025,12178,18,-1,Agree,Agree,1651,1651,0,0,0
1712,2/19/2020,NC,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
11695,8/3/2020,VI,463,NULL,NULL,25,0,NULL,NULL,8,NULL,NULL,0,0
28917,5/17/2021,WA,423373,NULL,NULL,600,65,NULL,NULL,5640,NULL,NULL,18,0
7154,5/20/2020,GU,165,NULL,NULL,11,0,Not agree,Not agree,5,NULL,NULL,0,0
34814,8/24/2021,GU,9759,NULL,NULL,147,1,Not agree,Not agree,145,NULL,NULL,0,0
25530,3/22/2021,MS,304212,187296,116916,339,201,Agree,Agree,7167,4958,2209,15,6
21630,1/16/2021,MS,255313,165324,89989,1628,1026,Agree,Agree,6291,4536,1755,40,16
17966,11/16/2020,MI,404588,370841,33747,8057,412,Agree,Agree,8721,8318,403,69,6
19354,12/9/2020,NE,143265,NULL,NULL,1588,0,Not agree,Not agree,1294,NULL,NULL,17,0
35646,9/7/2021,CA,4497019,4307960,189059,7523,0,Agree,Agree,66030,66030,0,40,0
37278,10/4/2021,IL,1638003,1638003,0,2381,0,Agree,Agree,27785,25076,2709,25,4
24090,2/26/2021,MS,296028,183734,112294,515,293,Agree,Agree,7021,4892,2129,12,6
19519,12/12/2020,IN,419545,NULL,NULL,7401,0,Not agree,Agree,6736,6464,272,85,0
9925,7/5/2020,ME,3423,3034,389,26,4,Agree,Agree,109,108,1,2,1
16114,10/16/2020,NE,56867,NULL,NULL,1277,0,Not agree,Not agree,535,NULL,NULL,0,0
1950,2/23/2020,MS,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
14853,9/25/2020,ND,20380,20380,0,495,0,Agree,Not agree,227,NULL,NULL,8,0
11777,8/5/2020,ID,22707,21268,1439,473,72,Agree,Agree,217,194,23,7,0
15319,10/3/2020,IN,124059,NULL,NULL,1419,0,Not agree,Agree,3666,3449,217,15,0
24991,3/13/2021,MT,101726,95286,6440,170,124,Agree,Agree,1392,1392,0,0,0
21670,1/17/2021,DE,72108,68898,3210,650,19,Agree,Agree,1016,910,106,0,0
29897,6/3/2021,ID,192630,154160,38470,152,39,Agree,Agree,2101,1833,268,4,0
8014,6/3/2020,NE,14876,NULL,NULL,319,0,Not agree,Not agree,187,NULL,NULL,6,0
31824,7/5/2021,MD,462681,NULL,NULL,85,0,NULL,NULL,9754,9537,217,5,0
36722,9/25/2021,AL,787015,591347,195668,1574,498,Agree,Agree,14864,11507,3357,44,12
1937,2/23/2020,ID,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
18656,11/27/2020,VT,3867,NULL,NULL,91,0,Not agree,Not agree,68,NULL,NULL,0,0
6030,5/1/2020,MS,8743,8701,42,283,2,Agree,Agree,596,594,2,16,1
25238,3/17/2021,NV,300118,300118,0,301,0,Agree,NULL,5147,NULL,NULL,12,0
22775,2/4/2021,NH,67117,NULL,NULL,396,115,Not agree,Not agree,1085,NULL,NULL,9,1
32702,7/20/2021,AL,562304,432288,130016,1556,486,Agree,Agree,11598,9238,2360,6,3
11897,8/7/2020,ID,23922,22408,1514,523,31,Agree,Agree,229,205,24,6,0
24035,2/25/2021,NH,74568,NULL,NULL,310,98,Not agree,Not agree,1163,NULL,NULL,6,3
28946,5/18/2021,MI,988738,885521,103217,1223,221,Agree,Agree,20186,18981,1205,47,2
6737,5/13/2020,ID,2324,2126,198,31,4,Agree,Agree,69,51,18,0,0
33566,8/3/2021,MI,1018569,910585,107984,894,132,Agree,Agree,21218,19949,1269,5,0
28113,5/4/2021,ND,108081,99699,8382,169,76,Agree,Not agree,1497,NULL,NULL,3,0
37137,10/1/2021,WA,660910,NULL,NULL,3284,553,NULL,NULL,7765,NULL,NULL,39,0
20638,12/30/2020,WI,516226,477292,38934,3170,415,Agree,Agree,5192,4818,374,40,5
21955,1/21/2021,VI,2321,NULL,NULL,16,0,NULL,NULL,24,NULL,NULL,0,0
23638,2/18/2021,WI,610055,557722,52333,866,133,Agree,Agree,6816,6232,584,18,0
16997,10/31/2020,ID,64608,56399,8209,798,233,Agree,Agree,629,585,44,3,0
20192,12/23/2020,NC,517868,472007,45861,6977,1286,Agree,Agree,7255,6785,470,78,19
21116,1/7/2021,VT,7834,NULL,NULL,222,6,Not agree,Not agree,155,NULL,NULL,1,0
7413,5/24/2020,ND,2418,2418,0,53,0,Agree,Not agree,53,NULL,NULL,1,0
21512,1/14/2021,NC,687893,611225,76668,7900,1302,Agree,Agree,9268,8407,861,95,15
11613,8/2/2020,ND,6785,6785,0,125,0,Agree,Not agree,105,NULL,NULL,0,0
17910,11/15/2020,MS,138234,114926,23308,684,290,Agree,Agree,3976,3442,534,18,5
5582,4/24/2020,AL,6080,5922,158,192,8,Agree,Agree,309,291,18,14,0
275,1/26/2020,NH,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
32538,7/17/2021,IL,1400885,1400885,0,939,0,Agree,Agree,25826,23363,2463,6,0
18297,11/21/2020,WA,145395,NULL,NULL,1876,161,NULL,NULL,2619,NULL,NULL,0,0
30448,6/12/2021,MO,605984,NULL,NULL,415,148,Not agree,Not agree,9196,NULL,NULL,0,0
17278,11/4/2020,WI,257287,244002,13285,6255,320,Agree,Agree,2229,2156,73,58,4
7915,6/1/2020,VI,70,NULL,NULL,1,0,NULL,NULL,6,NULL,NULL,0,0
7705,5/29/2020,ME,2282,2025,257,56,2,Agree,Agree,89,88,1,4,0
7052,5/18/2020,NC,20276,20267,9,193,0,Agree,Agree,719,719,0,15,0
4174,3/31/2020,NE,180,NULL,NULL,27,0,Not agree,Not agree,3,NULL,NULL,1,0
33017,7/25/2021,ID,198658,158886,39772,181,38,Agree,Agree,2185,1902,283,1,0
4592,4/7/2020,NC,3789,3785,4,399,0,Agree,Agree,63,63,0,4,0
15753,10/10/2020,ND,27265,27265,0,637,0,Agree,Not agree,339,NULL,NULL,3,0
11875,8/6/2020,VI,522,NULL,NULL,21,0,NULL,NULL,9,NULL,NULL,0,0
26877,4/13/2021,WA,378826,NULL,NULL,1003,287,NULL,NULL,5340,NULL,NULL,11,0
10458,7/14/2020,IL,156638,155506,1132,707,0,Agree,Agree,7419,7218,201,25,0
15722,10/10/2020,AL,163705,144846,18859,796,112,Agree,Agree,4183,3604,579,22,10
2697,3/6/2020,WA,67,NULL,NULL,12,0,NULL,NULL,11,NULL,NULL,1,NULL
23599,2/18/2021,IN,653011,NULL,NULL,769,0,Not agree,Agree,12245,11871,374,31,2
4351,4/3/2020,MT,262,NULL,NULL,18,NULL,Agree,Agree,5,NULL,NULL,0,NULL
4258,4/1/2020,WI,1550,NULL,NULL,199,NULL,Agree,Agree,24,NULL,NULL,8,NULL
32155,7/10/2021,VI,4033,NULL,NULL,28,0,NULL,NULL,32,NULL,NULL,0,0
26784,4/12/2021,MD,428799,NULL,NULL,1084,0,NULL,NULL,9025,8817,208,9,0
628,2/1/2020,MO,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
9494,6/28/2020,GU,253,NULL,NULL,6,0,Not agree,Not agree,5,NULL,NULL,0,0
21498,1/14/2021,IL,1052682,1052682,0,6652,0,Agree,Agree,19724,17928,1796,107,19
36658,9/23/2021,WI,790569,710145,80424,3472,411,Agree,Agree,8774,7895,879,20,1
34235,8/14/2021,NH,103088,NULL,NULL,187,0,Not agree,Not agree,1395,NULL,NULL,0,0
17766,11/13/2020,CA,998502,998502,0,6893,0,Agree,Agree,18163,18163,0,26,0
21778,1/18/2021,WI,569335,522877,46458,1169,86,Agree,Agree,5926,5470,456,20,1
3859,3/26/2020,IN,645,NULL,NULL,168,0,Not agree,Agree,0,0,0,0,0
21175,1/8/2021,VI,2143,NULL,NULL,13,0,NULL,NULL,24,NULL,NULL,0,0
14959,9/27/2020,IN,117450,NULL,NULL,901,0,Not agree,Agree,3566,3350,216,4,0
28526,5/11/2021,MI,979556,877757,101799,1658,239,Agree,Agree,19835,18650,1185,52,1
8606,6/13/2020,MI,107884,98282,9602,445,53,Agree,Agree,6146,5843,303,11,0
1798,2/20/2020,WI,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
35425,9/3/2021,ME,78059,56123,21936,481,173,Agree,Agree,941,878,63,1,0
25397,3/20/2021,ID,177420,142852,34568,235,71,Agree,Agree,1941,1694,247,0,0
14106,9/13/2020,CA,754923,754923,0,4625,0,Agree,Agree,14210,14210,0,128,0
30115,6/6/2021,VI,3596,NULL,NULL,5,0,NULL,NULL,28,NULL,NULL,0,0
3486,3/20/2020,CA,1006,1006,0,331,0,Agree,Agree,18,18,0,3,0
37146,10/2/2021,CA,4705915,4496717,209198,0,0,Agree,Agree,68796,68796,0,0,0
24357,3/2/2021,WA,341325,NULL,NULL,737,133,NULL,NULL,4988,NULL,NULL,19,0
12366,8/15/2020,CA,613689,613689,0,12614,0,Agree,Agree,10994,10994,0,163,0
32406,7/15/2021,CA,3899499,3743714,155785,3622,0,Agree,Agree,63533,63533,0,25,0
14418,9/18/2020,IL,272525,270327,2198,2223,103,Agree,Agree,8647,8411,236,23,4
10886,7/21/2020,MI,153182,139030,14152,1529,129,Agree,Agree,6458,6145,313,6,1
20126,12/22/2020,MI,565805,520161,45644,2719,260,Agree,Agree,12957,12248,709,93,5
35246,8/31/2021,MI,1062664,948621,114043,2321,398,Agree,Agree,21562,20270,1292,14,1
30870,6/19/2021,MS,320486,196169,124317,97,44,Agree,Agree,7455,5143,2312,0,0
8910,6/18/2020,MS,24792,24597,195,569,10,Agree,Agree,1202,1183,19,11,0
29288,5/24/2021,CT,346711,317562,29149,130,7,Agree,Agree,8219,6764,1455,7,1
28268,5/7/2021,CT,342718,314169,28549,436,91,Agree,Agree,8137,6697,1440,6,0
3445,3/19/2020,ME,52,NULL,NULL,8,NULL,Agree,Agree,0,NULL,NULL,0,NULL
198,1/25/2020,IL,1,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
2131,2/26/2020,MT,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
6439,5/8/2020,IN,23146,NULL,NULL,643,0,Not agree,Agree,1438,1325,113,32,0
36930,9/28/2021,MS,487293,280747,206546,1098,682,Agree,Agree,9588,6437,3151,28,19
35217,8/30/2021,WA,559762,NULL,NULL,2926,460,NULL,NULL,6534,NULL,NULL,9,0
32304,7/13/2021,MD,463487,NULL,NULL,104,0,NULL,NULL,9769,9552,217,4,0
8184,6/6/2020,MD,57973,NULL,NULL,491,0,NULL,NULL,2871,2747,124,24,0
26996,4/15/2021,VT,20262,NULL,NULL,168,6,Not agree,Not agree,237,NULL,NULL,2,0
38695,10/27/2021,VI,7172,NULL,NULL,18,0,NULL,NULL,81,NULL,NULL,0,0
35726,9/8/2021,MI,1081179,964317,116862,3308,944,Agree,Agree,21758,20447,1311,27,3
31998,7/8/2021,IL,1394852,1394852,0,617,0,Agree,Agree,25748,23289,2459,15,4
499,1/30/2020,IN,0,NULL,NULL,0,NULL,Not agree,Agree,0,NULL,NULL,0,NULL
4568,4/7/2020,CT,7781,NULL,NULL,875,NULL,Agree,Agree,277,NULL,NULL,71,NULL
37355,10/5/2021,NH,122450,NULL,NULL,396,0,Not agree,Not agree,1490,NULL,NULL,5,0
19566,12/13/2020,CA,1551766,1551766,0,30334,0,Agree,Agree,20995,20995,0,183,0
12494,8/17/2020,GU,577,NULL,NULL,19,0,Not agree,Not agree,5,NULL,NULL,0,0
35837,9/10/2021,ID,232630,185359,47271,1574,387,Agree,Agree,2460,2123,337,13,-1
1519,2/16/2020,IN,0,NULL,NULL,0,NULL,Not agree,Agree,0,NULL,NULL,0,NULL
3677,3/23/2020,ID,51,NULL,NULL,4,NULL,Agree,Agree,0,NULL,NULL,0,NULL
